code,name,offered
FLTV90014,Screen Design Projects A,['Semester 1']
FLTV90015,Industry Investigation Project A,['Semester 1']
FLTV90022,Business of Producing 2,['Semester 1']
FNCE10002,Principles of Finance,"['Summer Term', 'Semester 1', 'Semester 2']"
FNCE20001,Business Finance,"['Summer Term', 'Semester 1']"
FNCE20004,Introduction to Real Estate Analysis,['Semester 1']
FNCE20005,Corporate Financial Decision Making,"['Summer Term', 'Semester 1', 'Semester 2']"
FNCE30001,Investments,"['Semester 1', 'Semester 2']"
FNCE30003,International Finance,['Semester 1']
FNCE30006,Entrepreneurial Finance,['Semester 1']
FNCE30007,Derivative Securities,"['Semester 1', 'Semester 2']"
FNCE30008,Street Finance,['Semester 1']
FNCE40001,Advanced Corporate Finance,['Semester 1']
FNCE40002,Advanced Investments,['Semester 1']
FNCE40003,Numerical Techniques in Finance,['Semester 1']
FNCE40004,Research Methods in Finance,['Semester 1']
FNCE90007,Studies in Empirical Finance,['Semester 1']
FNCE90009,Research Report (Finance),['Semester 1']
FNCE90011,Derivative Securities,"['Semester 1', 'Semester 2']"
FNCE90012,Mergers and Value Enhancing Strategies,"['Semester 1', 'Semester 2']"
FNCE90013,Case Studies in Finance,"['Semester 1', 'Semester 2']"
FNCE90016,International Financial Management,"['Semester 1', 'Semester 2']"
FNCE90018,Corporate Financial Policy,"['Semester 1', 'Semester 2']"
FNCE90045,Financial Spreadsheeting,"['Semester 1', 'Semester 2']"
FNCE90046,Treasury Management,"['Semester 1', 'Semester 2']"
FNCE90047,Financial Markets and Instruments,"['Semester 1', 'Semester 2']"
FNCE90048,Project Finance,"['Summer Term', 'Semester 1', 'Semester 2']"
FNCE90049,"Property Investment, Development Finance",['Semester 1']
FNCE90056,Investment Management,"['Semester 1', 'Semester 2']"
FNCE90060,Financial Management,"['Semester 1', 'Semester 2']"
FNCE90062,Capstone Studies in Finance,"['Semester 1', 'Semester 2']"
FNCE90064,Emerging Markets Finance,"['Semester 1', 'Semester 2']"
FNCE90065,Fundamentals of Finance,"['Semester 1', 'Semester 2']"
FNCE90071,DRFS Research Report Part 1,"['Semester 1', 'Semester 2']"
FNCE90072,DRFS Research Report Part 2,"['Semester 1', 'Semester 2']"
FNCE90074,Laboratory Rotation 2,['Semester 1']
FNCE90077,Empirical Investments,['Semester 1']
FOOD10001,Beer Styles and Sensory Analysis,['Semester 1']
FOOD20003,"Food Chemistry, Biology and Nutrition",['Semester 1']
FOOD30007,Food Processing & Preservation,['Semester 1']
FOOD30008,Advanced Food Analysis,['Semester 1']
FOOD40001,Food Science Research Project Part 1,['Semester 1']
FOOD90010,Meat and Meat Products,['Semester 1']
FOOD90022,Food Chemistry,['Semester 1']
FOOD90023,Food Microbiology,['Semester 1']
FOOD90029,Food Engineering,['Semester 1']
FOOD90036,MFPI Internship,"['Semester 1', 'Semester 2']"
FOOD90037,MFPI Internship Part 1,"['Semester 1', 'Semester 2']"
FOOD90038,MFPI Internship Part 2,"['Semester 1', 'Semester 2']"
FOOD90039,Securing Sufficient and Healthy Food,['Semester 1']
FOOD90041,The Politics of Food,['Semester 1']
FOOD90042,Special Studies in Food,"['Summer Term', 'Semester 1', 'Semester 2']"
FREN10001,French 3,['Semester 1']
FREN10004,French 1,"['Semester 1', 'Winter Term']"
FREN10006,French 5,['Semester 1']
FREN20001,French 5,['Semester 1']
FREN20011,French Cinema: The New Wave and Beyond,['Semester 1']
FREN20015,French 3,['Semester 1']
FREN20019,French 7,['Semester 1']
FREN20022,From Page to Stage: French Theatre,['Semester 1']
FREN30001,French 7,['Semester 1']
FREN30003,French 5,['Semester 1']
FREN30013,French Cinema: The New Wave and Beyond,['Semester 1']
FREN30020,From Page to Stage: French Theatre,['Semester 1']
FREN40003,Medieval and Renaissance French,['Semester 1']
FREN40005,French IV: Honours Language I,['Semester 1']
FREN40010,French Thesis Part 1,"['Semester 1', 'Semester 2']"
FREN40011,French Thesis Part 2,"['Semester 1', 'Semester 2']"
FREN90002,French in a Global World,"['Semester 1', 'Semester 2']"
FREN90003,Graduate French A,['Semester 1']
FRST30001,Forest Systems,['Semester 1']
FRST30003,Urban Forest Ecosystems,['Semester 1']
FRST90015,Landscape Ecology,['Semester 1']
FRST90076,Short Research Project B,"['Semester 1', 'Semester 2']"
FRST90077,Long Research Project B,"['Semester 1', 'Semester 2']"
GDES20001,Graphic Design Studio 2: Image & Media,['Semester 1']
GDES30001,Infographics Studio,['Semester 1']
GDES30002,Branding,['Semester 1']
GEND20008,Sex and Gender Present and Future,['Semester 1']
GEND40002,Gender Studies Reading Course,"['Semester 1', 'Semester 2']"
GEND40006,Gender Studies Thesis Part 1,"['Semester 1', 'Semester 2']"
GEND40007,Gender Studies Thesis Part 2,"['Semester 1', 'Semester 2']"
GEND90006,"Gender, Globalisation and Development",['Semester 1']
GEND90011,Gender and Development Thesis Part 1,"['Semester 1', 'Semester 2']"
GEND90012,Gender and Development Thesis Part 2,"['Semester 1', 'Semester 2']"
GENE10001,Genetics in the Media,['Semester 1']
GENE20001,Principles of Genetics,['Semester 1']
GENE30001,Evolutionary Genetics and Genomics,['Semester 1']
GENE30002,Genes: Organisation and Function,['Semester 1']
GENE90001,Human Genetics & Genomics in Healthcare,['Semester 1']
GENE90018,Advanced Topics in Genetics,['Semester 1']
GENE90019,Genes Molecules and Cells,['Semester 1']
GENE90021,Advanced Clinical Genomics 1,['Semester 1']
GENP40000,Primary Care Research Project Part 1,['Semester 1']
GENP40002,Introduction to Primary Care Research,['Semester 1']
GENP60001,Significant Issues in Women's Health,"['Semester 1', 'Semester 2']"
GENP90017,Immunisation and Travel Health,"['Semester 1', 'Semester 2']"
GEOG10001,Famine: The Geography of Scarcity,['Semester 1']
GEOG20001,Society and Environments,['Semester 1']
GEOG20002,Landscapes and Environmental Change,['Semester 1']
GEOG20003,Environmental Politics and Management,['Semester 1']
GEOG20010,China in Transition,['Semester 1']
GEOG20012,Post-Conflict Development and Difference,['Semester 1']
GEOG20014,Climate Change: Why People Disagree,['Semester 1']
GEOG20016,"Fertility, Mortality and Social Change",['Semester 1']
GEOG30001,Geomorphology: Catchment to Coast,['Semester 1']
GEOG30019,Sustainable Development,['Semester 1']
GEOG30022,Riverine Landscapes: Hydrology & Ecology,['Semester 1']
GEOG40002,Geography - Environmental Studies Thesis,"['Semester 1', 'Semester 2']"
GEOG40003,Advancing Geography & Environmental Stud,['Semester 1']
GEOG40007,Geography - Environmental Studies Thesis,"['Semester 1', 'Semester 2']"
GEOG40008,Geography - Environmental Studies Thesis,"['Semester 1', 'Semester 2']"
GEOG90003,Integrated River & Catchment Management,['Semester 1']
GEOG90010,Geography Research Project,"['Semester 1', 'Semester 2']"
GEOG90011,Geography Research Project,"['Semester 1', 'Semester 2']"
GEOG90012,Geography Research Project,"['Semester 1', 'Semester 2']"
GEOG90013,Geography Research Project,"['Semester 1', 'Semester 2']"
GEOG90015,Geography Research Project,"['Semester 1', 'Semester 2']"
GEOG90018,Contemporary Geographical Thought,['Semester 1']
GEOG90021,Conservation and Cultural Environments,['Semester 1']
GEOG90022,International Internship in Environment,"['Summer Term', 'Semester 1', 'Semester 2']"
GEOG90028,Geography Practical,"['Semester 1', 'Semester 2']"
GEOG90030,Geography Minor Research Project Part 1,"['Semester 1', 'Semester 2']"
GEOG90031,Geography Minor Research Project Part 1,"['Semester 1', 'Semester 2']"
GEOG90032,Geography Minor Research Project Part 2,"['Semester 1', 'Semester 2']"
GEOG90033,Geography Minor Research Project Part 2,"['Semester 1', 'Semester 2']"
GEOG90052,Riverine Landscapes: Hydrology & Ecology,['Semester 1']
GEOL20002,Structural and Metamorphic Geology,['Semester 1']
GEOL20003,"Earth Composition, Minerals and Magmas",['Semester 1']
GEOL30004,Geochemistry & Petrogenesis,['Semester 1']
GEOL30007,Geomicrobiology and Biogeochemistry,['Semester 1']
GEOL90005,Hydrogeology/Environmental Geochemistry,['Semester 1']
GEOL90022,Practical Earth Science A,"['Semester 1', 'Semester 2']"
GEOL90023,Practical Earth Science B,"['Semester 1', 'Semester 2']"
GEOL90024,Project In Geoscience,"['Semester 1', 'Semester 2']"
GEOL90025,Research Project In Geoscience,"['Semester 1', 'Semester 2']"
GEOM20013,Applications of GIS,['Semester 1']
GEOM30009,Imaging the Environment,['Semester 1']
GEOM90008,Foundations of Spatial Information,"['Semester 1', 'Semester 2']"
GEOM90010,Spatial Information Research Project A,"['Summer Term', 'Semester 1', 'Winter Term', 'Semester 2']"
GEOM90013,Spatial Information Research Project C,"['Summer Term', 'Semester 1', 'Winter Term', 'Semester 2']"
GEOM90018,Spatial Databases,['Semester 1']
GEOM90020,Spatial Information Research Project,"['Summer Term', 'Semester 1', 'Winter Term', 'Semester 2']"
GEOM90023,Spatial Information Research Project B,"['Summer Term', 'Semester 1', 'Winter Term', 'Semester 2']"
GEOM90031,Spatial Information Research Project D,"['Summer Term', 'Semester 1', 'Semester 2']"
GEOM90038,Advanced Imaging,['Semester 1']
GEOM90042,Spatial Information Programming,['Semester 1']
GEOM90043,Spatial IT Project,"['Summer Term', 'Semester 1', 'Semester 2']"
GEOM90045,Residential Land Development,['Semester 1']
GERM10001,German 3,['Semester 1']
GERM10004,German 1,"['Summer Term', 'Semester 1']"
GERM10006,German 5,['Semester 1']
GERM10008,German 7,['Semester 1']
GERM20001,German 7,['Semester 1']
GERM20003,German Cultural Studies B,"['Semester 1', 'Semester 2']"
GERM20004,German 3,['Semester 1']
GERM20007,German 5,['Semester 1']
GERM20009,German 9,['Semester 1']
GERM30001,German Cultural Studies B,"['Semester 1', 'Semester 2']"
GERM30002,German Cultural Studies C,['Semester 1']
GERM30003,German 9,['Semester 1']
GERM30005,German 5,['Semester 1']
GERM30021,German 7,['Semester 1']
GERM40002,German 4: Research Project,"['Semester 1', 'Semester 2']"
GERM40010,German Honours Language,['Semester 1']
GERM40016,German Thesis Part 1,"['Semester 1', 'Semester 2']"
GERM40017,German Thesis Part 2,"['Semester 1', 'Semester 2']"
GERM90002,German in a Global World,"['Semester 1', 'Semester 2']"
GERM90003,Graduate German A,['Semester 1']
HEBR10001,Hebrew 1,['Semester 1']
HEBR10005,Hebrew 3,['Semester 1']
HEBR10011,Hebrew 5,['Semester 1']
HEBR20005,Hebrew 3,['Semester 1']
HEBR20007,Hebrew 5,['Semester 1']
HEBR30003,Hebrew 5,['Semester 1']
HIST10012,The World Since World War II,['Semester 1']
HIST10016,Europe: From Black Death to New Worlds,['Semester 1']
HIST20010,The First Centuries of Islam,['Semester 1']
HIST20013,The Holocaust & Genocide,['Semester 1']
HIST20059,American History: Revolution to WWII,['Semester 1']
HIST20065,Rebels and Revolutionaries,['Semester 1']
HIST20069,Modern European History 1789 to 1914,['Semester 1']
HIST20077,Britain in the Wider World 1603-1815,['Semester 1']
HIST20081,Reacting to the Past,['Semester 1']
HIST30004,A History of Sexualities,['Semester 1']
HIST30006,The Renaissance in Italy,['Semester 1']
HIST30015,The Modern Middle East,['Semester 1']
HIST30065,USA and the World,['Semester 1']
HIST30066,Cold War Cultures in Asia,['Semester 1']
HIST40030,History for Historians,['Semester 1']
HIST40039,History Thesis Part 1,"['Semester 1', 'Semester 2']"
HIST40040,History Thesis Part 2,"['Semester 1', 'Semester 2']"
HIST90023,The Writing of Australian History,['Semester 1']
HIST90024,International History,"['Semester 1', 'Semester 2']"
HIST90034,International Relations Thesis Part 1,"['Semester 1', 'Semester 2']"
HIST90035,International Relations Thesis Part 2,"['Semester 1', 'Semester 2']"
HIST90037,Russia and the World,['Semester 1']
HLTH90006,Basics of Digital Health for Clinicians,"['Semester 1', 'Semester 2']"
HLTH90014,Healthcare Research-Principles & Designs,['Semester 1']
HLTH90019,Indigenous Health and Nursing,['Semester 1']
HORT20014,Landscape Design 1,['Semester 1']
HORT20026,Designing with Plants,['Semester 1']
HORT20029,Urban Horticulture Internship,['Semester 1']
HORT90008,Horticultural Plant Science,['Semester 1']
HORT90033,Plants in the Landscape,['Semester 1']
HORT90034,Landscape Design,['Semester 1']
HORT90038,Food Production for Urban Landscapes,['Semester 1']
HPSC10002,Science and Pseudoscience,['Semester 1']
HPSC20009,Technology & Contemporary Life,['Semester 1']
HPSC20020,God and the Natural Sciences,['Semester 1']
HPSC20023,Sex in Science,['Semester 1']
HPSC30023,Science and Society,['Semester 1']
HPSC30034,"Magic, Reason, New Worlds, 1450-1750",['Semester 1']
HPSC40016,Historical Epistemology,['Semester 1']
HPSC40018,HPS Thesis Part 1,"['Semester 1', 'Semester 2']"
HPSC40019,HPS Thesis Part 2,"['Semester 1', 'Semester 2']"
HPSC90010,Environment and Knowledge,['Semester 1']
HPSC90013,"Science, Controversy and Public Policy",['Semester 1']
IBUS90001,Global Corporate Strategy,"['Semester 1', 'Semester 2']"
IBUS90002,Asian Business and Management,"['Semester 1', 'August']"
IBUS90003,Issues in Managing the Multinational,"['Semester 1', 'Semester 2']"
IBUS90006,Advanced International Business,['Semester 1']
INDO10001,Indonesian 3,['Semester 1']
INDO10003,Indonesian 5,['Semester 1']
INDO10005,Indonesian 1,['Semester 1']
INDO10012,Literature: Reading Indonesian Lives,['Semester 1']
INDO10014,Indonesia in the World,['Semester 1']
INDO20006,Indonesian 3,['Semester 1']
INDO20008,Indonesian 5,['Semester 1']
INDO20015,Literature: Reading Indonesian Lives,['Semester 1']
INDO20017,Indonesia in the World,['Semester 1']
INDO30006,Literature: Reading Indonesian Lives,['Semester 1']
INDO30011,Indonesian 5,['Semester 1']
INDO30020,Indonesia in the World,['Semester 1']
INDO40001,Honours Indonesian A,['Semester 1']
INDO40003,Topics in Indonesian Studies,['Semester 1']
INDO40008,Indonesian Thesis Part 1,"['Semester 1', 'Semester 2']"
INDO40009,Indonesian Thesis Part 2,"['Semester 1', 'Semester 2']"
INDO90002,Graduate Indonesian A,['Semester 1']
INFO20003,Database Systems,"['Semester 1', 'Semester 2']"
INFO30004,Usability Engineering,['Semester 1']
INFO30005,Web Information Technologies,['Semester 1']
INFO30009,Game Design,['Semester 1']
INFO90002,Database Systems & Information Modelling,"['Semester 1', 'Semester 2']"
INFO90003,Designing Novel Interactions,['Semester 1']
INFO90004,Evaluating the User Experience,['Semester 1']
INFO90008,HCI Project,"['Semester 1', 'Semester 2']"
INFO90009,HCI Project (Advanced),"['Semester 1', 'Semester 2']"
INFO90010,Technology Innovation Project,"['Semester 1', 'Semester 2']"
INTS90008,Education and State Power in China,['Semester 1']
ISLM10001,Understanding Islam and Muslim Societies,['Semester 1']
ISLM20016,Introduction to Islamic Spirituality,['Semester 1']
ISLM30018,Crisis Zone: Age of Uprisings,['Semester 1']
ISLM40001,Topics in Arabic & Islamic Studies,"['Semester 1', 'Semester 2']"
ISLM40011,Islamic Studies Thesis Part 1,"['Semester 1', 'Semester 2']"
ISLM40012,Islamic Studies Thesis Part 2,"['Semester 1', 'Semester 2']"
ISYS90026,Fundamentals of Information Systems,"['Semester 1', 'Semester 2']"
ISYS90032,Emerging Technologies and Issues,"['Semester 1', 'Semester 2']"
ISYS90035,Knowledge Management Systems,['Semester 1']
ISYS90036,Enterprise Systems,['Semester 1']
ISYS90038,IS Strategy and Governance,"['Semester 1', 'Semester 2']"
ISYS90043,Enterprise Applications & Architectures,"['Semester 1', 'Semester 2']"
ISYS90045,Professional IS Consulting,"['Semester 1', 'Semester 2']"
ISYS90048,Managing ICT Infrastructure,"['Semester 1', 'Semester 2']"
ISYS90049,Business Analysis Modelling and Design,"['Semester 1', 'Semester 2']"
ISYS90050,IT Project and Change Management,"['Semester 1', 'Semester 2']"
ISYS90051,Impact of Digitisation,"['Semester 1', 'Semester 2']"
ISYS90069,eHealth & Biomedical Informatics Systems,['Semester 1']
ISYS90076,IT Infrastructure for eHealth,['Semester 1']
ISYS90077,EHealth Applications and Solutions,['Semester 1']
ISYS90079,Health IT Project,"['Summer Term', 'Semester 1', 'Semester 2']"
ISYS90081,Business Process Management,"['Semester 1', 'Semester 2']"
ISYS90087,Service Management and Innovation,['Semester 1']
ISYS90100,Information Systems Maj Res Project Pt 1,"['Semester 1', 'Semester 2']"
ISYS90101,Information Systems Maj Res Project Pt 1,"['Semester 1', 'Semester 2']"
ISYS90102,Information Systems Maj Res Project Pt 1,"['Semester 1', 'Semester 2']"
ISYS90103,Information Systems Maj Res Project Pt 1,"['Semester 1', 'Semester 2']"
ISYS90104,Information Systems Maj Res Project Pt 2,"['Semester 1', 'Semester 2']"
ISYS90105,Information Systems Maj Res Project Pt 2,"['Semester 1', 'Semester 2']"
ISYS90106,Information Systems Maj Res Project Pt 2,"['Semester 1', 'Semester 2']"
ISYS90107,Information Systems Maj Res Project Pt 3,"['Semester 1', 'Semester 2']"
ISYS90108,Information Systems Maj Res Project Pt 3,"['Semester 1', 'Semester 2']"
ISYS90109,Information Systems Min Res Project Pt 1,"['Semester 1', 'Semester 2']"
ISYS90110,Information Systems Min Res Project Pt 2,"['Semester 1', 'Semester 2']"
ITAL10001,Italian 3,['Semester 1']
ITAL10004,Italian 1,['Semester 1']
ITAL10006,Italian 5,['Semester 1']
ITAL10009,Italian 7,['Semester 1']
ITAL20002,Italian 7,['Semester 1']
ITAL20007,Italian 3,['Semester 1']
ITAL20011,Italian 5,['Semester 1']
ITAL20012,Italian 9,['Semester 1']
ITAL30001,Italian 9,['Semester 1']
ITAL30003,Italian 5A,['Semester 1']
ITAL30007,To Hell with Dante,['Semester 1']
ITAL30013,Italian 5,['Semester 1']
ITAL30015,Italian 7,['Semester 1']
ITAL40001,Italian Honours Language Seminar 1,['Semester 1']
ITAL40009,Research in Italian Studies,"['Semester 1', 'Semester 2']"
ITAL40015,Italian Thesis Part 1,"['Semester 1', 'Semester 2']"
ITAL40016,Italian Thesis Part 2,"['Semester 1', 'Semester 2']"
ITAL90002,Italian in a Global World,"['Semester 1', 'Semester 2']"
ITAL90003,Graduate Italian A,['Semester 1']
JAPN10001,Japanese 1,['Semester 1']
JAPN10003,Japanese 5,['Semester 1']
JAPN10005,Japanese 7,['Semester 1']
JAPN10007,Japanese 3,['Semester 1']
JAPN10010,Variation in Japanese Language,['Semester 1']
JAPN20003,Japanese 7,['Semester 1']
JAPN20005,Contemporary Japan,"['Semester 1', 'Winter Term']"
JAPN20007,Japanese 3,['Semester 1']
JAPN20009,Signs and Symbols in Japanese,['Semester 1']
JAPN20012,Variation in Japanese Language,['Semester 1']
JAPN20013,Japanese 5,['Semester 1']
JAPN20018,Japanese Through the Media,['Semester 1']
JAPN30004,Japanese through the Media,['Semester 1']
JAPN30005,Japanese 7,['Semester 1']
JAPN30007,Japanese 5,['Semester 1']
JAPN30010,Signs and Symbols in Japanese,['Semester 1']
JAPN30012,Variation in Japanese Language,['Semester 1']
JAPN40001,Honours Japanese A,['Semester 1']
JAPN40003,Topics in Japanese Studies,['Semester 1']
JAPN40008,Japanese Thesis Part 1,"['Semester 1', 'Semester 2']"
JAPN40009,Japanese Thesis Part 2,"['Semester 1', 'Semester 2']"
JAPN90002,Graduate Japanese A,['Semester 1']
JEWI20007,Modern Israel: Good Bad and Disputed,['Semester 1']
JOUR90001,Researching/Writing Stories,"['Semester 1', 'Semester 2']"
JOUR90003,Journalism Internship,"['Semester 1', 'Semester 2']"
JOUR90005,Audio Journalism,['Semester 1']
JOUR90010,Newsroom-Applied Professional Practice,"['Semester 1', 'Semester 2']"
JOUR90015,Journalism Thesis Part 1,"['Semester 1', 'Semester 2']"
JOUR90016,Journalism Thesis Part 2,"['Semester 1', 'Semester 2']"
JOUR90017,Journalism Project Part 1,"['Summer Term', 'Semester 1', 'Semester 2']"
JOUR90018,Journalism Project Part 2,"['Summer Term', 'Semester 1', 'Semester 2']"
JOUR90019,Journalism Project Part 3,"['Summer Term', 'Semester 1', 'Semester 2']"
JOUR90020,International Journalism - Key Skills,"['Semester 1', 'Semester 2']"
JOUR90021,International Traditions in Journalism,['Semester 1']
KORE10001,Korean 1,['Semester 1']
LANG40003,Seminar in Languages 1,"['Semester 1', 'Semester 2']"
LANG40004,Seminar in Languages 2,"['Semester 1', 'Semester 2']"
LARC30001,Site Tectonics,['Semester 1']
LAWS10006,Comparative Legal Traditions,['Semester 1']
LAWS20008,Legal Language,['Semester 1']
LAWS20009,Environmental Rights & Responsibilities,['Semester 1']
LAWS20011,Sport and the Law,['Semester 1']
LAWS50024,Principles of Public Law,['Semester 1']
LAWS50025,Torts,['Semester 1']
LAWS50026,Obligations,['Semester 1']
LAWS50027,Dispute Resolution,['Semester 1']
LAWS50030,Property,['Semester 1']
LAWS50032,Administrative Law,['Semester 1']
LAWS50036,Remedies,"['Semester 1', 'November']"
LAWS50037,Evidence and Proof,"['Semester 1', 'Winter Term']"
LAWS50038,Legal Ethics,"['Semester 1', 'July']"
LAWS50039,Legal Research,"['Semester 1', 'Semester 2']"
LAWS50041,Public International Law,['Semester 1']
LAWS50046,Taxation Law and Policy,"['Semester 1', 'Semester 2']"
LAWS50055,Advocacy,"['Summer Term', 'Semester 1', 'November']"
LAWS50058,Melbourne University Law Review,"['Summer Term', 'Semester 1', 'Semester 2']"
LAWS50059,Legal Internship,"['January', 'Semester 1', 'July', 'Semester 2', 'November']"
LAWS50060,Melbourne Journal of International Law,"['Summer Term', 'Semester 1', 'Semester 2']"
LAWS50064,Employment Law,"['February', 'Semester 1']"
LAWS50067,European Civil Law,['Semester 1']
LAWS50084,Construction Law,['Semester 1']
LAWS50094,International Commercial Law & Disputes,['Semester 1']
LAWS50116,Public Interest Law Clinic,"['Semester 1', 'Semester 2']"
LAWS50119,Sports Law,['Semester 1']
LAWS50127,Philosophical Foundations of Law,['Semester 1']
LAWS50130,Advanced Torts,['Semester 1']
LAWS70002,Tax of Business and Investment Income,"['Semester 1', 'September']"
LAWS70003,Minor Thesis (LLM) # P/T,"['Semester 1', 'Semester 2']"
LAWS70005,Tax Avoidance and Planning,['Semester 1']
LAWS70015,Minor Thesis F/T LLM,"['Semester 1', 'Semester 2']"
LAWS70067,International Legal Internship,"['Semester 1', 'Semester 2']"
LAWS70121,International Commercial Arbitration,"['Semester 1', 'November']"
LAWS70140,Accounting for Commercial Lawyers,['Semester 1']
LAWS70217,Fundamentals of the Common Law,"['February', 'March', 'Semester 1', 'July', 'Semester 2']"
LAWS70469,Construction Law,['Semester 1']
LAWS90033,Law Apps,"['Semester 1', 'Semester 2']"
LAWS90039,Mediation,['Semester 1']
LAWS90077,Not for Profits and the Law,['Semester 1']
LAWS90078,Corporate Governance,['Semester 1']
LAWS90159,Tax in Practice,['Semester 1']
LAWS90161,Advanced Constitutional Law,['Semester 1']
LAWS90162,Law of Commercial Cyberspace,['Semester 1']
LAWS90163,Why Tax Systems Differ Between Countries,['Semester 1']
LING10002,Intercultural Communication,['Semester 1']
LING20005,Phonetics,['Semester 1']
LING20009,Language in Aboriginal Australia,['Semester 1']
LING30003,First Language Acquisition,['Semester 1']
LING30007,Semantics,['Semester 1']
LING30013,Morphology,['Semester 1']
LING40002,Issues in Linguistic Research,['Semester 1']
LING40008,Experimental Phonetics,['Semester 1']
LING40015,LAL Thesis Part 1,"['Semester 1', 'Semester 2']"
LING40016,LAL Thesis Part 2,"['Semester 1', 'Semester 2']"
LING90002,Presenting Academic Discourse,"['Semester 1', 'Semester 2']"
LING90003,Research in Applied Linguistics,"['Semester 1', 'Semester 2']"
LING90005,Quantitative Methods in Language Studies,['Semester 1']
LING90009,Language Testing,['Semester 1']
LING90010,Applied Linguistics Thesis,"['Semester 1', 'Semester 2']"
LING90012,Second Language Acquisition,"['Semester 1', 'Semester 2']"
LING90015,English Phonetics and Phonology,['Semester 1']
LING90018,Sociolinguistics and Language Learning,['Semester 1']
LING90020,Second Language Writing,['Semester 1']
LING90021,Bilingualism,['Semester 1']
LING90031,Advanced Linguistics Analysis A,"['Semester 1', 'Semester 2']"
LING90032,Advanced Linguistics Analysis B,"['Semester 1', 'Semester 2']"
LING90033,Linguistics and Phonetics,['Semester 1']
MAST10005,Calculus 1,"['Semester 1', 'Semester 2']"
MAST10006,Calculus 2,"['Semester 1', 'Semester 2']"
MAST10007,Linear Algebra,"['Summer Term', 'Semester 1', 'Semester 2']"
MAST10008,Accelerated Mathematics 1,['Semester 1']
MAST10011,Experimental Design and Data Analysis,"['Semester 1', 'Semester 2']"
MAST10012,Introduction to Mathematics,"['Summer Term', 'Semester 1']"
MAST10014,Foundation Mathematics 1,['Semester 1']
MAST10016,Mathematics for Biomedicine,"['Semester 1', 'Semester 2']"
MAST20004,Probability,"['Semester 1', 'Semester 2']"
MAST20006,Probability for Statistics,['Semester 1']
MAST20009,Vector Calculus,"['Semester 1', 'Semester 2']"
MAST20026,Real Analysis,"['Semester 1', 'Semester 2']"
MAST20029,Engineering Mathematics,"['Summer Term', 'Semester 1', 'Semester 2']"
MAST20031,Analysis of Biological Data,['Semester 1']
MAST30005,Algebra,['Semester 1']
MAST30011,Graph Theory,['Semester 1']
MAST30013,Techniques in Operations Research,['Semester 1']
MAST30020,Probability for Inference,['Semester 1']
MAST30021,Complex Analysis,"['Semester 1', 'Semester 2']"
MAST30025,Linear Statistical Models,['Semester 1']
MAST30030,Applied Mathematical Modelling,['Semester 1']
MAST30032,Biological Modelling and Simulation,['Semester 1']
MAST90012,Measure Theory,['Semester 1']
MAST90014,Optimisation for Industry,['Semester 1']
MAST90029,Differential Topology and Geometry,['Semester 1']
MAST90031,Enumerative Combinatorics,['Semester 1']
MAST90042,Research Project,"['Semester 1', 'Semester 2']"
MAST90044,Thinking and Reasoning with Data,['Semester 1']
MAST90045,Systems Modelling and Simulation,['Semester 1']
MAST90046,Research Project,"['Semester 1', 'Semester 2']"
MAST90047,Research Project,"['Semester 1', 'Semester 2']"
MAST90048,Research Project,"['Semester 1', 'Semester 2']"
MAST90057,Elements of Probability,['Semester 1']
MAST90059,Stochastic Calculus with Applications,['Semester 1']
MAST90060,Mathematical Statistical Mechanics,['Semester 1']
MAST90064,Advanced Methods: Differential Equations,['Semester 1']
MAST90072,Data and Decision Making,['Semester 1']
MAST90073,Minor Research Project Part A,"['Semester 1', 'Semester 2']"
MAST90074,Minor Research Project Part B,"['Semester 1', 'Semester 2']"
MAST90075,Research Project Part A,"['Semester 1', 'Semester 2']"
MAST90076,Research Project Part B,"['Semester 1', 'Semester 2']"
MAST90077,Research Project Part C,"['Semester 1', 'Semester 2']"
MAST90081,Advanced Probability,['Semester 1']
MAST90082,Mathematical Statistics,['Semester 1']
MAST90084,Statistical Modelling,['Semester 1']
MAST90101,Introduction to Statistical Computing,['Semester 1']
MAST90105,Methods of Mathematical Statistics,['Semester 1']
MAST90106,Data Science Project Pt1,['Semester 1']
MAST90108,Data Science Research Project Pt1,"['Summer Term', 'Semester 1', 'Semester 2']"
MAST90109,Data Science Research Project Pt2,"['Summer Term', 'Semester 1', 'Semester 2']"
MAST90122,Inference for Spatio-Temporal Processes,['Semester 1']
MAST90127,Advanced Biological Modelling: Dynamics,['Semester 1']
MAST90133,Partial Differential Equations,['Semester 1']
MCEN30014,Mechanical Design,"['Semester 1', 'Semester 2']"
MCEN30017,Mechanics & Materials,"['Semester 1', 'Semester 2']"
MCEN30018,Thermodynamics and Fluid Mechanics,"['Semester 1', 'Semester 2']"
MCEN30020,Systems Modelling and Analysis,"['Semester 1', 'Semester 2']"
MCEN90012,Design for Manufacture,['Semester 1']
MCEN90014,Materials,['Semester 1']
MCEN90015,Thermodynamics,['Semester 1']
MCEN90017,Advanced Motion Control,['Semester 1']
MCEN90018,Advanced Fluid Dynamics,['Semester 1']
MCEN90028,Robotics Systems,['Semester 1']
MCEN90029,Advanced Solid Mechanics,['Semester 1']
MCEN90036,Capstone Project A,"['Semester 1', 'Semester 2']"
MCEN90038,Dynamics,['Semester 1']
MCEN90042,Capstone Proj Part 1,"['Semester 1', 'Semester 2']"
