code,name,offered
PHIL90037,Professional Ethics Thesis Part 2,"['Semester 1', 'Semester 2']"
PHIL90038,Applied Ethics Thesis Part 1,"['Semester 1', 'Semester 2']"
PHIL90039,Applied Ethics Thesis Part 2,"['Semester 1', 'Semester 2']"
PHIL90040,New Research in Practical Ethics,['Semester 1']
PHRM30003,Drug Treatment of Disease,['Semester 1']
PHRM30009,Drugs in Biomedical Experiments,"['Semester 1', 'Semester 2']"
PHRM40001,Pharmacology Research Project Part 1,['Semester 1']
PHRM40002,Advanced Topics in Pharmacology,['Semester 1']
PHRM90002,Pharmacology for Health Professionals,['Semester 1']
PHTY90040,Physiotherapy Professional Portfolio,"['Semester 1', 'Semester 2']"
PHTY90096,Foundation Physiotherapy Sciences,['Semester 1']
PHYC10001,Physics 1: Advanced,['Semester 1']
PHYC10003,Physics 1,['Semester 1']
PHYC10005,Physics 1: Fundamentals,['Semester 1']
PHYC20009,Thermal and Classical Physics,['Semester 1']
PHYC20012,Quantum and Thermal Physics,['Semester 1']
PHYC20013,Laboratory and Computational Physics 2,"['Semester 1', 'Semester 2']"
PHYC30014,Laboratory Work A,"['Semester 1', 'Semester 2']"
PHYC30015,Laboratory Work B,"['Semester 1', 'Semester 2']"
PHYC30016,Electrodynamics,['Semester 1']
PHYC30018,Quantum Physics,['Semester 1']
PHYC30019,Astrophysics,['Semester 1']
PHYC30021,Laboratory and Computational Physics 3,"['Semester 1', 'Semester 2']"
PHYC40002,Physics Research Project,"['Semester 1', 'Semester 2']"
PHYC40004,Physics Research Project,"['Semester 1', 'Semester 2']"
PHYC40007,Physics Research Project,"['Semester 1', 'Semester 2']"
PHYC40008,Physics Research Project,"['Semester 1', 'Semester 2']"
PHYC90007,Quantum Mechanics,['Semester 1']
PHYC90008,Quantum Field Theory,['Semester 1']
PHYC90009,Physical Cosmology,['Semester 1']
PHYC90010,Statistical Mechanics,['Semester 1']
PHYC90021,Research Project,"['Semester 1', 'Semester 2']"
PHYC90022,Research Project,"['Semester 1', 'Semester 2']"
PHYC90023,Research Project,"['Semester 1', 'Semester 2']"
PHYC90024,Research Project,"['Semester 1', 'Semester 2']"
PHYS20008,Human Physiology,"['Semester 1', 'Semester 2']"
PHYS20009,Research-Based Physiology,"['Semester 1', 'Semester 2']"
PHYS30005,Muscle and Exercise Physiology,['Semester 1']
PHYS30009,Experimental Physiology,['Semester 1']
PHYS40005,Physiology Research Project Part 1,['Semester 1']
PHYS90008,Advanced Seminars in Physiology,['Semester 1']
PLAN10001,Cities Past and Future,['Semester 1']
PLAN30001,Planning Scenario and Policy Workshop,['Semester 1']
PLAN30003,Planning Social Research Workshop,['Semester 1']
PLAN30004,Transport Oriented Design,['Semester 1']
POLS10001,Australian Politics,['Semester 1']
POLS20011,The Politics of Sex,['Semester 1']
POLS20023,Comparative Politics,['Semester 1']
POLS20026,Politics and the Media,['Semester 1']
POLS20030,UQ: Conceptions of World Politics,['Semester 1']
POLS20032,UQ: Global Security,['Semester 1']
POLS30001,Parliamentary Internship,['Semester 1']
POLS30002,Public Affairs Internship (Int.Students),"['Semester 1', 'Semester 2']"
POLS30003,Public Affairs Internship,"['Semester 1', 'Semester 2']"
POLS30011,Chinese Politics and Society,['Semester 1']
POLS30015,International Gender Politics,['Semester 1']
POLS30033,Democracy and its Dilemmas,['Semester 1']
POLS30035,Policy Design: From Theory to Practice,['Semester 1']
POLS40021,Politics & International Thesis Part 1,"['Semester 1', 'Semester 2']"
POLS40022,Politics & International Thesis Part 2,"['Semester 1', 'Semester 2']"
POLS40024,Key Debates in Political Science 1,['Semester 1']
POLS90009,International Relations Internship,"['Summer Term', 'Semester 1', 'Semester 2']"
POLS90015,Business and Government,['Semester 1']
POLS90023,International Governance and Law,['Semester 1']
POLS90030,Nuclear Weapons and Disarmament,['Semester 1']
POLS90034,International Policymaking in Practice,['Semester 1']
POLS90042,Latin America in the World,['Semester 1']
POLS90046,Special Topics B International Relations,['Semester 1']
POLS90054,International Relations Thesis Part 1,"['Semester 1', 'Semester 2']"
POLS90055,International Relations Thesis Part 2,"['Semester 1', 'Semester 2']"
POLS90056,Social Policy and Development,"['Semester 1', 'November']"
POPH20001,"Genetics, Health, and Society",['Semester 1']
POPH40005,Population Health Research Project 1,['Semester 1']
POPH90013,Biostatistics,['Semester 1']
POPH90014,Epidemiology 1,['Semester 1']
POPH90058,Health Program Evaluation 1,['Semester 1']
POPH90094,Health Economics 1,['Semester 1']
POPH90112,Infectious Disease Epidemiology,['Semester 1']
POPH90117,Health Indicators and Health Surveys,['Semester 1']
POPH90118,Clinical Biostatistics,['Semester 1']
POPH90120,Linear Models,"['Semester 1', 'Semester 2']"
POPH90122,Survival Analysis,['Semester 1']
POPH90123,Longitudinal and Correlated Data,['Semester 1']
POPH90148,Probability and Distribution Theory,"['Semester 1', 'Semester 2']"
POPH90149,Biostatistics Research Project - S,"['Semester 1', 'Semester 2']"
POPH90151,Biostatistics Research Project - D,"['Semester 1', 'Semester 2']"
POPH90167,Young People in Context,['Semester 1']
POPH90168,Vulnerable Young People,['Semester 1']
POPH90169,Adolescent Sexuality and Sexual Health,['Semester 1']
POPH90170,Adolescent Health Project,"['Semester 1', 'Semester 2']"
POPH90199,Gender and Health,['Semester 1']
POPH90201,Community-Based Participatory Research,['Semester 1']
POPH90226,Societal Implications of Genomics,['Semester 1']
POPH90227,Public Health in Practice,['Semester 1']
POPH90239,Professional Practice - S,"['Semester 1', 'Semester 2']"
POPH90255,Research Project in Public Health - S,"['Semester 1', 'Semester 2']"
POPH90270,Bioethics and Public Health,['Semester 1']
POPH90276,M.Epidemiology Research Project Part 1,"['Semester 1', 'Semester 2']"
POPH90277,M.Epidemiology Research Project Part 2,"['Semester 1', 'Semester 2']"
POPH90284,Research Project in Public Health Part 1,"['Semester 1', 'Semester 2']"
POPH90285,Research Project in Public Health Part 2,"['Semester 1', 'Semester 2']"
POPH90286,Professional Practice - Part 1,"['Semester 1', 'Semester 2']"
POPH90287,Professional Practice - Part 2,"['Semester 1', 'Semester 2']"
POPH90288,Biostatistics Research Project Part 1,"['Semester 1', 'Semester 2']"
POPH90289,Biostatistics Research Project Part 2,"['Semester 1', 'Semester 2']"
POPH90292,M.Epidemiology Research Project - S,"['Semester 1', 'Semester 2']"
PPMN10001,Tackling Wicked Policy Problems,['Semester 1']
PPMN40006,Public Policy & Management Thesis Part 1,"['Semester 1', 'Semester 2']"
PPMN90030,Public Policy in the Asian Century,['Semester 1']
PPMN90033,Public Budgets and Financial Management,['Semester 1']
PPMN90039,Executive Internship,"['Semester 1', 'Semester 2']"
PPMN90049,Public /Social Policy Thesis Part 1,"['Semester 1', 'Semester 2']"
PPMN90050,Public /Social Policy Thesis Part 2,"['Semester 1', 'Semester 2']"
PROP20001,Finance for Built Environment,['Semester 1']
PROP20002,Design and Property Principles,['Semester 1']
PROP30001,Valuation of Land and Buildings,['Semester 1']
PSYC10003,"Mind, Brain & Behaviour 1",['Semester 1']
PSYC20006,Biological Psychology,['Semester 1']
PSYC20008,Developmental Psychology,['Semester 1']
PSYC30012,The Unconscious Mind,['Semester 1']
PSYC30013,Research Methods for Human Inquiry,['Semester 1']
PSYC30014,The Psychopathology of Everyday Life,['Semester 1']
PSYC30017,"Perception, Memory and Cognition",['Semester 1']
PSYC30018,Neuroscience and the Mind,['Semester 1']
PSYC40005,Advanced Design and Data Analysis,['Semester 1']
PSYC40006,Ethics and Evidence-Based Practice,['Semester 1']
PSYC40014,Advanced Research Methods In Psychology,['Semester 1']
PSYC90005,Thesis (Masters/coursework),"['Semester 1', 'Semester 2']"
PSYC90006,Basic Interventions,['Semester 1']
PSYC90007,Cognitive-Behaviour Therapy,['Semester 1']
PSYC90010,Mental Health Issues Across the Lifespan,['Semester 1']
PSYC90027,Psychology of Health Problems,['Semester 1']
PSYC90030,Principles of Psychological Assessment,['Semester 1']
PSYC90084,Neuroanatomy for Neuropsychologists,['Semester 1']
PSYC90089,UM-NUS Mental Health Across the Lifespan,"['Semester 1', 'Semester 2']"
PSYC90090,UM-NUS Ethics and Professional Issues,['Semester 1']
PSYC90095,Thesis (Masters/coursework) Part 1,['Semester 1']
PSYC90101,Advanced Social Psychology,['Semester 1']
PSYC90104,"Thinking, Judgement and Decision Making",['Semester 1']
PSYC90105,Influence and Persuasion,['Semester 1']
PSYC90106,Research Project,"['Semester 1', 'Semester 2']"
PSYC90107,Internship,"['Semester 1', 'Semester 2']"
PSYT90028,Infant Observation 1,['Semester 1']
PSYT90032,Foundations of Working with Adolescents,['Semester 1']
PSYT90038,Foundations of Working with Families,['Semester 1']
PSYT90040,Clinical Practicum: Families,['Semester 1']
PSYT90082,Mental Health Disorders in Infancy,['Semester 1']
PSYT90086,Mental Health Science Research Project 1,['Semester 1']
PUBL90001,Structural Editing,"['Semester 1', 'Semester 2']"
PUBL90002,Editorial English,"['Semester 1', 'Semester 2']"
PUBL90003,The Contemporary Publishing Industry,['Semester 1']
PUBL90004,Business and Professional Communications,['Semester 1']
PUBL90006,Writing and Editing for Digital Media,"['Semester 1', 'Semester 2']"
PUBL90009,Advanced Editing for Digital Media,['Semester 1']
PUBL90010,Print Production and Design,['Semester 1']
PUBL90012,Practicum,"['Semester 1', 'Semester 2']"
PUBL90013,Writing and Editing for Magazines,['Semester 1']
PUBL90014,Legal Issues in Media and Publishing,['Semester 1']
PUBL90015,Publishing Project,"['Semester 1', 'Semester 2']"
PUBL90022,Publishing and Communications Thesis Pt1,"['Semester 1', 'Semester 2']"
PUBL90023,Publishing and Communications Thesis Pt2,"['Semester 1', 'Semester 2']"
RADI90003,Minor Thesis (Radiology),"['Semester 1', 'Semester 2']"
RADI90011,Radiology Part 1,['Semester 1']
RADI90013,Radiology Part 3,['Semester 1']
RADI90015,Minor Thesis (Radiology) Part 1,['Semester 1']
RADI90017,Diagnostic Radiology 1,['Semester 1']
RADI90019,Diagnostic Radiology 3,['Semester 1']
RADI90021,Diagnostic Radiology 5,['Semester 1']
RADI90022,Diagnostic Radiology Minor Thesis 1,['Semester 1']
RURA90008,Utilising Knowledge in Aboriginal Health,['Semester 1']
RUSS10001,Russian 1,['Semester 1']
RUSS20004,Russian 3,['Semester 1']
RUSS20006,Russian 5,['Semester 1']
RUSS30001,Russian 5,['Semester 1']
RUSS40006,Russian Language & Culture 4A,['Semester 1']
RUSS40009,Russian Thesis Part 1,"['Semester 1', 'Semester 2']"
SCIE10001,Science: A Study of Life and Environment,['Semester 1']
SCIE10003,Science: Supporting Health and Wellbeing,['Semester 1']
SCIE30001,Science Research Project,"['Summer Term', 'Semester 1', 'Semester 2']"
SCIE30002,Science and Technology Internship,"['Summer Term', 'Semester 1', 'Semester 2']"
SCIE30003,Science Research Project Abroad,"['Summer Term', 'Semester 1', 'Semester 2']"
SCIE40001,Critical Thinking in Research,['Semester 1']
SCIE90005,Ethics and Responsibility in Science,['Semester 1']
SCIE90011,From Lab to Life,['Semester 1']
SCIE90013,Communication for Research Scientists,"['Semester 1', 'Semester 2']"
SCIE90017,Science and Technology Internship,"['Summer Term', 'Semester 1', 'Semester 2']"
SCIE90018,Science Research Internship,"['Summer Term', 'Semester 1', 'Semester 2']"
SCIE90027,Ecosystem Internship,"['Summer Term', 'Semester 1', 'Semester 2']"
SCRN10001,Introduction to Screen Studies,['Semester 1']
SCRN20011,Hollywood and Entertainment,['Semester 1']
SCRN30001,Art Cinema and the Love Story,['Semester 1']
SCRN40002,Contemporary Film Theory,['Semester 1']
SCRN40003,Ethnographic and Documentary Cinema,['Semester 1']
SCRN40005,"Melodrama, Ideology and the Cinema",['Semester 1']
SCRN40015,Screen Studies Thesis,"['Semester 1', 'Semester 2']"
SCRN40017,Screen & Cultural Studies Thesis Part 1,"['Semester 1', 'Semester 2']"
SCRN40018,Screen & Cultural Studies Thesis Part 2,"['Semester 1', 'Semester 2']"
SCRN50001,Moving Image Thesis,"['Semester 1', 'Semester 2']"
SCRN90004,Visual Culture Industries,['Semester 1']
SKIL90004,Project Management in Science,['Semester 1']
SOCI10001,Understanding Society,['Semester 1']
SOCI20017,Sexualising Society: Sociology of Sex,['Semester 1']
SOCI30001,Contemporary Sociological Theory,['Semester 1']
SOCI30009,Living in a Risk Society,['Semester 1']
SOCI30013,Survey Design and Analysis,['Semester 1']
SOCI40006,Sociology Thesis Part 1,"['Semester 1', 'Semester 2']"
SOCI40007,Sociology Thesis Part 2,"['Semester 1', 'Semester 2']"
SOCI90010,International Migration,['Semester 1']
SOCI90013,Social Policy Internship,"['Semester 1', 'Semester 2']"
SOCI90020,Social Policy: Special Topics A,['Semester 1']
SOLS20001,"Law, Justice and Social Change",['Semester 1']
SOLS30001,Law in Social Theory,['Semester 1']
SOLS40002,Socio-Legal Studies Thesis Part 1,"['Semester 1', 'Semester 2']"
SOLS90004,Social Theory Thesis Part 1,"['Semester 1', 'Semester 2']"
SOLS90005,Social Theory Thesis Part 2,"['Semester 1', 'Semester 2']"
SPAN10001,Spanish 1,['Semester 1']
SPAN10003,Spanish 3,['Semester 1']
SPAN10007,Spanish 5,['Semester 1']
SPAN20002,Spanish 3,['Semester 1']
SPAN20016,"Rock, Pop & Resistance",['Semester 1']
SPAN20018,Spanish 5,['Semester 1']
SPAN20022,Spanish 7,['Semester 1']
SPAN30012,"Rock, Pop & Resistance",['Semester 1']
SPAN30014,Spanish 5,['Semester 1']
SPAN30016,Spanish 7,['Semester 1']
SPAN30021,Exploring Latin America,['Semester 1']
SPAN40007,Spanish & Latin American Thesis Part 1,"['Semester 1', 'Semester 2']"
SPAN40008,Spanish & Latin American Thesis Part 2,"['Semester 1', 'Semester 2']"
SPAN90002,Spanish in a Global World,"['Semester 1', 'Semester 2']"
SPAN90003,Graduate Spanish A,['Semester 1']
SURG40002,Advanced Studies in Biomedicine: Surgery,['Semester 1']
SURG40005,Surgery Research Project Part 1,['Semester 1']
SURG90021,Contemporary Surgical Practice,['Semester 1']
SURG90022,Fundamentals of Peri-Operative Care,['Semester 1']
SURG90023,Fundamentals of Surgery I,['Semester 1']
SURG90025,Fundamentals of Surgery III,['Semester 1']
SURG90026,Surgical Research I,['Semester 1']
SWEN20003,Object Oriented Software Development,"['Semester 1', 'Semester 2']"
SWEN30006,Software Modelling and Design,"['Semester 1', 'Semester 2']"
SWEN90004,Modelling Complex Software Systems,['Semester 1']
SWEN90009,Software Requirements Analysis,['Semester 1']
SWEN90010,High Integrity Systems Engineering,['Semester 1']
SWEN90016,Software Processes and Management,"['Semester 1', 'Semester 2']"
THTR10009,Performance Design Technology,['Semester 1']
THTR10019,Clear Speech and Communication,"['Semester 1', 'Semester 2']"
THTR10022,Artefact and Performance 1,['Semester 1']
THTR30022,Design Realisation 3A,['Semester 1']
THTR30024,Performance Technology 3A,['Semester 1']
THTR30028,Performing Arts Practice 3A (DR),['Semester 1']
THTR30030,Professional Pathway Investigation A,['Semester 1']
THTR40006,Research Methods (Music Theatre),['Semester 1']
THTR40009,Research Methods (Production),['Semester 1']
THTR60031,Discipline Skills A (Design),['Semester 1']
THTR60033,Discipline Skills A (Lighting Design),['Semester 1']
THTR60034,Applied Project A (Lighting Design),['Semester 1']
THTR60035,Discipline Skills A (Sound Design),['Semester 1']
THTR60036,Applied Project A (Sound Design),['Semester 1']
THTR70006,Research and New Performance Writing,['Semester 1']
THTR70008,Writing for Performance 1 (Solo),['Semester 1']
THTR70009,Writing for Performance 2 (Collab),['Semester 1']
THTR90006,Applied Project A (Design),['Semester 1']
TRAN90001,Translation Theory and Practice,['Semester 1']
TRAN90003,Specialised Translation,"['Semester 1', 'Semester 2']"
TRAN90006,Translation in an Australian Context,['Semester 1']
TRAN90008,Translation in a Chinese Context,['Semester 1']
TRAN90010,Translation Internship,"['Semester 1', 'Semester 2']"
TRAN90012,Translation Studies Thesis Part 1,"['Semester 1', 'Semester 2']"
TRAN90013,Translation Studies Thesis Part 2,"['Semester 1', 'Semester 2']"
TRAN90014,Spanish-English Translation 1,['Semester 1']
TRAN90015,English-Spanish Translation 1,['Semester 1']
TRAN90018,Specialised Spanish Translation 1,['Semester 1']
TRAN90020,Business and Legal Translation,['Semester 1']
TRAN90021,Translation and Communication,"['Semester 1', 'Semester 2']"
TRAN90022,Translation Industry Project,"['Semester 1', 'Semester 2']"
UNIB10002,Logic: Language and Information,['Semester 1']
UNIB10003,An Ecological History of Humanity,['Semester 1']
UNIB10006,Critical Thinking With Data,['Semester 1']
UNIB10009,Food for a Healthy Planet,['Semester 1']
UNIB10011,The Secret Life of the Body 1,"['Semester 1', 'Semester 2']"
UNIB20001,Climate Change ll,['Semester 1']
UNIB20012,Water for Sustainable Futures,['Semester 1']
UNIB20018,Going Places - Travelling Smarter,"['Semester 1', 'Semester 2']"
UNIB20019,Cultures & Flavours of Latin America,['Semester 1']
UNIB30002,"Global Health, Security & Sustainability",['Semester 1']
UNIB30010,Food for a Healthy Planet III,['Semester 1']
UNIB30012,"Disability, Diversity and Inclusion",['Semester 1']
VETS20014,Foundations of Animal Health 1,['Semester 1']
VETS30015,Veterinary Bioscience: Cells to Systems,['Semester 1']
VETS30016,Veterinary Bioscience: Digestive System,['Semester 1']
VETS30017,Veterinary Bioscience: Metab & Excretion,['Semester 1']
VETS40020,Vet Bioscience Research Project Part 1,['Semester 1']
VETS70001,MVSc (Clinical) Practicum # FT,"['Semester 1', 'Semester 2']"
VETS70002,MVSc (Clinical) Practicum # PT,"['Semester 1', 'Semester 2']"
VETS90029,Vet Public Health Research Project,"['Semester 1', 'Semester 2']"
VETS90036,Cardiovascular & Respiratory Emergencies,"['Semester 1', 'Semester 2']"
VETS90037,Abdominal & Urogenital Emergencies,"['Semester 1', 'Semester 2']"
VETS90038,"Haemato, Neurologic & Global Conditions","['Semester 1', 'Semester 2']"
VETS90039,"CPR, Eye Emergencies & Practical ECC","['Semester 1', 'Semester 2']"
VETS90040,General Principles and FAST Techniques,"['Semester 1', 'Semester 2']"
VETS90041,Urinary Reproductive Tracts Lymph Nodes,"['Semester 1', 'Semester 2']"
VETS90042,"Liver, Spleen and Sampling","['Semester 1', 'Semester 2']"
VETS90043,Gastrointestinal Tract Pancreas Adrenals,"['Semester 1', 'Semester 2']"
VETS90044,Vet Public Health Research Project Pt 1,"['Semester 1', 'Semester 2']"
VETS90045,Vet Public Health Research Project Pt 2,"['Semester 1', 'Semester 2']"
VETS90058,Veterinary Bioscience 1A,['Semester 1']
VETS90060,Applications in Animal Health A,['Semester 1']
VETS90062,Principles of Veterinary Bioscience,['Semester 1']
VETS90064,Veterinary Bioscience 2A,['Semester 1']
VETS90066,Infections Population & Pub. Health PtA,['Semester 1']
VETS90068,Applications in Animal Health 2 Part A,['Semester 1']
VETS90070,Principles of Professional Practice PtA,['Semester 1']
VETS90072,Companion Animal Medicine & Surgery PtA,['Semester 1']
